effort,defective,non-defective,benefit,cost
500.1824704173397,203,2913,153,460.4
215.55202020111113,15,3102,153,460.4
77.60030303027924,17,3100,153,460.4
63.651515151212124,12,3105,153,460.4
196.12754719587298,16,3101,153,460.4
240.81626338131412,16,3101,153,460.4
86.04166666666667,9,3108,153,460.4
17.11571191592033,16,3101,153,460.4
22.625,17,3100,153,460.4
176.4402777777778,14,3103,153,460.4
30.88773809534722,20,3097,153,460.4
467.5238095238095,15,3102,153,460.4
159.9027777777778,12,3105,153,460.4
109.51245421102563,20,3097,153,460.4
151.9099678269475,20,3097,153,460.4
145.34493464069445,21,3096,153,460.4
36.52714216825541,12,3105,153,460.4
51.656231365201464,14,3103,153,460.4
61.27121212121212,17,3100,153,460.4
102.7320457399062,14,3103,153,460.4
129.41123737401517,13,3104,153,460.4
81.7157287054762,12,3105,153,460.4
203.05555556333334,13,3104,153,460.4
118.9625731611298,21,3096,153,460.4
133.30115384192308,16,3101,153,460.4
457.6375661374103,16,3101,153,460.4
104.0,10,3107,153,460.4
12.607371794871796,16,3101,153,460.4
93.15,15,3102,153,460.4
54.92739898989899,12,3105,153,460.4
285.6297979867677,13,3104,153,460.4
143.3125,12,3105,153,460.4
167.61022727636362,15,3102,153,460.4
128.09718872584386,22,3095,153,460.4
122.84444241061937,25,3092,153,460.4
119.67181510631094,20,3097,153,460.4
49.304254079254086,14,3103,153,460.4
111.46961612511217,17,3100,153,460.4
247.12514374514373,15,3102,153,460.4
364.66502523030306,13,3104,153,460.4
169.02501464076138,24,3093,153,460.4
17.685714285714283,14,3103,153,460.4
69.94284697951048,13,3104,153,460.4
220.95981859785212,22,3095,153,460.4
45.04803391008947,15,3102,153,460.4
67.30364372424681,16,3101,153,460.4
22.51111111111111,12,3105,153,460.4
223.25,6,3111,153,460.4
141.13541666999998,9,3108,153,460.4
293.60555555555555,10,3107,153,460.4
