ns,nf,entropy,lt,ndev,pd,npt,exp,sexp,bugdensity,churn,churnp,bug
0,0.693147181,0.670100639,3.688879454,0.693147181,3.988984047,0.693147181,9.958969562,7.080867897,0,8.000000034,2.197224581,0
0,1.098612289,0.52667835,4.634728988,1.945910149,3.218875825,0.693147181,4.262679877,4.262679877,0,64.99999995,4.189654741,0
0,0,0,4.736198448,1.386294361,3.737669618,0.693147181,7.784473236,7.781973234,0,8.000000037,2.197224581,0
0,1.386294361,0.639132135,5.453182077,2.197224577,4.584967479,0.693147181,9.699411064,9.662498208,0,32.49999995,3.511545437,0
0,0,0,6.690842277,1.609437912,2.197224577,0.693147181,7.483806688,7.481555702,0.02247191,43.49999991,3.795489187,1
0,1.791759469,0.35101191,2.708050201,1.791759469,6.021023349,0.606135803,7.45007957,7.44775128,0.095238095,9.499999992,2.351375256,1
0,0.693147181,0.169848052,4.454347296,1.098612289,4.836281907,0.693147181,9.369904942,9.342245443,0.02739726,35.50000002,3.597312261,1
0,0.693147181,0.104005348,4.069026754,1.945910149,4.110873864,0.693147181,9.264070694,9.235618179,0.007220217,137.5,4.930870326,1
0,2.48490665,0.467536619,3.851919081,1.791759469,6.753437919,0.559615788,8.822616945,8.802071337,0,111.5,4.722953222,0
0,0,0,4.521788577,1.609437912,2.079441542,0.693147181,8.677780256,8.657302899,0,3.500000004,1.504077398,0
0,0,0,5.241747015,1.945910149,4.859812404,0.693147181,9.558600006,9.529448434,0.011111111,89.00000003,4.499809671,1
0,1.098612289,0.653527959,4.248495242,1.791759469,5.966146739,0.693147181,9.558529412,9.529375752,0,13.50000004,2.674148652,0
0,0.693147181,0.594032742,5.354224998,2.079441542,4.96284463,0.693147181,9.5583176,9.529157673,0,3.999999938,1.6094379,0
0,0.693147181,0.693147181,4.505349851,1.609437912,1.945910149,0.693147181,9.347838885,9.319643107,0,1.999999936,1.098612267,0
