"ns","nf","entropy","lt","ndev","pd","npt","exp","sexp","bug","bugdensity","churn","churnp"
0,1.09861228866811,0.45703246880278,6.17725231194763,2.70805020110221,6.3919171133926,0.510825623965991,4.969813299576,4.86753445045558,1,0.0145985401850539,67.499999816681,4.22683374259199
0,0,0,5.98896141688986,0.693147180559945,0,0.693147180559945,4.94875989037817,4.92725368515721,1,1,0,0
1.09861228866811,3.95124371858143,0.553470898715819,5.65080084636103,3.17805383034795,9.67010425349173,0.559615787935423,6.89264164117209,6.88653164253051,0,0,2892.49999568591,7.97022211952294
0,2.07944154167984,0.521959962118431,6.24489479102706,3.09104245335832,7.15617663748062,0.693147180559945,6.36302810354046,6.31173480915291,0,0,59.499998925,4.1026433472682
0.693147180559945,3.63758615972639,0.570853070226358,5.90758224083007,3.09104245335832,8.78966009806154,0.567106459813834,6.02586597382531,6.00635315960173,0,0,1146.99999849429,7.04577657556792
0,2.77258872223978,0.565755278065546,6.37118440546429,3.04452243772342,7.64921631982063,0.559615787935423,6.39024066706535,6.34035930372775,0,0,167.99999968,5.12989871302958
0.693147180559945,3.49650756146648,0.596724557670194,6.00261427844224,3.09104245335832,8.830689198761,0.546543706210175,6.30809844150953,6.29341927884648,0,0,915.500000949378,6.82056206831563
0.693147180559945,3.49650756146648,0.596724557670194,6.00261427844224,3.09104245335832,8.830689198761,0.546543706210175,6.18001665365257,6.16331480403464,0,0,915.500000949378,6.82056206831563
0.693147180559945,2.19722457733622,0.500921708707593,5.39008592858503,2.99573227355399,7.65822752616135,0.441832752564753,3.2188758248682,3.2188758248682,0,0,154.500000416267,5.04664573429625
0.693147180559945,2.07944154167984,0.585503701478651,5.97825265313575,3.3322045101752,6.67834211465433,0.628608659422374,5.14166355650266,5.13579843705026,1,0.00602409637193352,165.000000375,5.11198779061558
0.693147180559945,1.09861228866811,0.628026139924164,5.13186915871352,2.30258509299405,3.68887945411394,0.287682072201781,6.49223983502047,6.46925031679577,1,0.0434782608163638,22.0000000281436,3.13549421715278
0.693147180559945,2.30258509299405,0.565895727770696,6.30115269982238,3.29583686600433,5.15329159449778,0.470003629245736,3.09104245335832,3.04452243772342,1,0.0176991149587282,55.500000273,4.03424064298425
1.38629436111989,4.14313472639153,0.690796845685568,5.55006380044552,3.29583686600433,8.16650031915505,0.471985790340816,5.89715386763674,5.89715386763674,0,0,32.499655917838,3.51153516766896
0.693147180559945,1.09861228866811,0.57103443095527,5.20583651357106,1.94591014905531,3.76120011569356,0.287682072201781,4.00733318523247,4.00733318523247,1,0.0222222222104139,44.0000000239118,3.80666249030169
0.693147180559945,3.71357206670431,0.588018636328001,5.66819742082358,3.13549421592915,9.21383426123044,0.549107810294754,6.56526497003536,6.55393340402581,0,0,287.500000553126,5.6646950878654
1.09861228866811,3.04452243772342,0.587997273833612,6.1470427788551,3.04452243772342,7.91571319938212,0.53899650056602,5.67332326717149,5.65948221575962,0,0,73.000003963282,4.30406514676203
0.693147180559945,2.484906649788,0.479195026141765,5.22843123908387,3.17805383034795,8.22282213081366,0.405465108108164,6.04973345523196,6.01615715969835,0,0,1130.49999951,7.03129946464054
